"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"capital";"link";"indicio_dependencia";"var_capital";"var_acoes";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"62";"DF";"BRB Serviços";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";31260067;1247346;"SIM";"SIM";"NÃO";724403;"Sim";1280;2679677;73328290;0;0;0;0;0;0;"https://www.brbservicos.com.br";"NÃO DEPENDENTE";5719256;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"63";"DF";"Centrais de Abastecimento do Distrito Federal";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";40367686;-2338321,41;"SIM";"SIM";"NÃO";308266,29;"Não";109;615522,97;15432128,63;0;0;0;0;0;0;"https://www.ceasa.df.gov.br/";"NÃO DEPENDENTE";0;-32195914,12;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"64";"DF";"Companhia de Planejamento do Distrito Federal";"EM LIQUIDAÇÃO";"OUTROS";"EMPRESA PÚBLICA";"Dependente";454524,01;-11812145,62;"SIM";"SIM";"NÃO";120480,9;"Não";5;0;148947,61;0;220908,5;237726,7;0;32942,11;0;"https://www.codeplan.df.gov.br/";"DEPENDENTE";32942,1100000013;-98726,9;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-220908,5
"65";"DF";"Companhia de Saneamento Ambiental do Distrito Federal";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2127332920;157249950;"SIM";"SIM";"SIM";722900,88;"Sim";2020;303403483,34;946667751,28;263249386,17;0;0;0;0;0;"https://www.caesb.df.gov.br/";"NÃO DEPENDENTE";536753705;241620232;"Distrito Federal";"Centro-oeste";TRUE;FALSE;263249386,17
"66";"DF";"Companhia Energética de Brasília";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1008340094,86;183510404,56;"SIM";"SIM";"SIM";666046,51;"Sim";122;34661913,07;26331738,25;159637171;0;0;0;0;0;"https://ri.ceb.com.br/";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";TRUE;FALSE;159637171
"67";"DF";"Companhia Brasiliense de Gás";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-1114248;-1620755,68;"SIM";"SIM";"NÃO";188329,43;"Não";3;0;586916,7;0;0;0;0;257000;0;"https://www.cebgas.com.br/";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"68";"DF";"CEB Geração";"ATIVA";"ENERGIA";"EMPRESA PÚBLICA";"Não Dependente";35701072,29;2351616,74;"NÃO";"SIM";"SIM";492598;"Sim";18;2457257,55;5526627,27;0;0;0;0;0;0;"https://www.ceb.com.br/Documentos.aspx?IdCanal=hD8pqKNE+C5Xrd39y4J+Tg==";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"69";"DF";"CEB Iluminação Pública e Serviços";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";186823437,03;11429000,12;"NÃO";"SIM";"NÃO";479553,41;"Sim";51;87878,74;6725642;0;0;0;0;0;0;"https://www.ceb.com.br/ListaBusca.aspx?busca=carta%20anual";"NÃO DEPENDENTE";-1569160,14000002;-1569161;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"70";"DF";"CEB Lajeado";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";400066360,91;118233995,16;"SIM";"SIM";"SIM";578364,84;"Sim";16;26552;6405016;0;0;0;0;0;0;"https://www.ceb.com.br/listgroup.aspx?idCanal=ttqsU4WMkmrdTOYKgb2BgA==";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"71";"DF";"CEB Participações";"ATIVA";"ENERGIA";"EMPRESA PÚBLICA";"Não Dependente";39867031,6;16372619,22;"NÃO";"SIM";"NÃO";498173,76;"Sim";16;21080,33;3502611,03;0;0;0;0;0;0;"https://www.ceb.com.br/Documentos.aspx?IdCanal=uLdevE5UUjlDpqJy4WGHDQ==";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"72";"DF";"Companhia de Desenvolvimento Habitacional do Distrito Federal";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Dependente";-210563322,95;-1082217,66;"SIM";"SIM";"SIM";217417,95;"Não";410;43555936,21;20730865,67;0;85130645,37;55978270,09;0;0;37970068,38;"https://www.codhab.df.gov.br/pagina/452";"DEPENDENTE";75940136,76;-99978,46;"Distrito Federal";"Centro-oeste";TRUE;FALSE;-85130645,37
"73";"DF";"Empresa de Assistência Técnica e Extensão Rural do Distrito Federal";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-53793107,37;-21394028,53;"SIM";"SIM";"SIM";946413,84;"Não";343;1040816,14;145003186,09;0;133796149,77;131050245,36;0;0;0;"https://emater.df.gov.br/governanca-corporativa/";"DEPENDENTE";0;-1;"Distrito Federal";"Centro-oeste";TRUE;FALSE;-133796149,77
"74";"DF";"Companhia do Metropolitano do Distrito Federal";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";1836600786,17;87374621,19;"SIM";"SIM";"NÃO";714411,22;"Não";1233;13475701,06;282403350;0;369615946,13;320131388,44;2233538,6;21495086,09;2233538,6;"https://metro.df.gov.br/?page_id=37077";"DEPENDENTE";23728624,3600002;227992;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-371849484,73
"75";"DF";"Companhia Urbanizadora da Nova Capital do Brasil";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Dependente";637285737,41;14201543,51;"SIM";"SIM";"SIM";442568,56;"Não";1736;0;340941411,89;0;1404573152,34;1039034444,78;0;0;0;"https://www.novacap.df.gov.br/?s=carta+anual+de+politicas";"DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";TRUE;FALSE;-1404573152,34
"76";"DF";"PROFLORA";"EM LIQUIDAÇÃO";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";8296258,24;-516928,28;"SIM";"SIM";"NÃO";165657,31;"Não";7;0;1277415,42;0;0;0;0;0;0;"Site não disponível";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"77";"DF";"Sociedade de Abastecimento de Brasília";"EM LIQUIDAÇÃO";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"EMPRESA PÚBLICA";"Dependente";220883,76;-27521,87;"SIM";"SIM";"NÃO";272023,83;"Não";111;0;21006545,37;0;17847508,87;20609264;22,3;0;0;"Site não disponível";"DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-17847531,17
"78";"DF";"Sociedade de Transportes Coletivos de Brasília";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";64880522,65;-1052684,46;"SIM";"SIM";"NÃO";331624,15;"Não";588;0;10230743,41;0;215123905,26;125385384;0;0;0;"https://www.tcb.df.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"DEPENDENTE";5500000;43848477,25;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-215123905,26
"79";"DF";"Companhia Imobiliária de Brasília";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";5452260367,64;362990597,68;"SIM";"SIM";"SIM";898760,53;"Sim";1049;0;288886729,49;0;0;0;0;0;0;"https://www.terracap.df.gov.br/index.php/acesso-informacao/normas-manuais-e-politicas";"NÃO DEPENDENTE";0;254749000;"Distrito Federal";"Centro-oeste";TRUE;FALSE;0
"80";"DF";"BRB  Administradora e Corretora de Seguros SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";484126654,84;64636859;"NÃO";"SIM";"NÃO";0;"Não";1;0;2278829;0;0;0;0;0;0;"https://novo.brb.com.br/";"NÃO DEPENDENTE";0;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;0
"81";"DF";"BIOTIC SA";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";1011998375;653133;"SIM";"SIM";"NÃO";248031,28;"Não";69;401917,62;7042542,55;0;0;0;28411732;22952228;5794655;"https://www.bioticsa.com.br/legislacao";"NÃO DEPENDENTE";5794655;0;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-28411732
"82";"DF";"Empresa de Regularização de Terras Rurais";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Dependente";0;27553;"SIM";"SIM";"NÃO";234343,62;"Não";48;0;4864954,72;0;0;0;5840466,29;0;45000;"https://www.etr.df.gov.br/";"DEPENDENTE";50000;10;"Distrito Federal";"Centro-oeste";FALSE;FALSE;-5840466,29
"83";"ES";"Centrais de Abastecimento do Espírito Santo SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";13797743,41;0;"SIM";"SIM";"NÃO";261960,86;"Não";56;17198;4693072,19;0;0;0;0;0;0;"https://ceasa.es.gov.br/governanca-corporativa";"DEPENDENTE";-0,669999999925494;0;"Espiríto Santo";"Sudeste";FALSE;FALSE;0
"84";"ES";"Companhia de Habitação e Urbanização do Estado do Espírito Santo  em liquidação";"EM LIQUIDAÇÃO";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";14909258,26;44610,3;"NÃO";"SIM";"SIM";85661,67;"Não";20;0;1312304;0;0;0;0;0;0;"https://seger.es.gov.br/autarquias";"NÃO DEPENDENTE";0;0;"Espiríto Santo";"Sudeste";FALSE;FALSE;0
"85";"ES";"Banestes Banco do Estado do Espírito Santo";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente Com Indícios De Dependência";2216351284,65;370619945,89;"SIM";"SIM";"SIM";719633,64;"Sim";2049;110647839,57;450600322,4;185951623,8;214214,89;1158208,41;0;0;0;"https://ri.banestes.com.br/docs/Relatorio-de-Sustentabilidade-banestes-2023-12-31-KB8g9N78.pdf";"NÃO DEPENDENTE COM INDÍCIOS DE DEPENDÊNCIA";0;0;"Espiríto Santo";"Sudeste";TRUE;FALSE;185737408,91
"86";"ES";"BANDES Banco de Desenvolvimento do Espírito Santo";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";435218407,47;75969518,14;"SIM";"SIM";"SIM";252762,34;"Sim";161;6186937,34;46608858,84;0;0;0;0;0;0;"https://www.bandes.com.br/Site/Dinamico/Show/933/Governanca-Corporativa";"NÃO DEPENDENTE";0;0;"Espiríto Santo";"Sudeste";TRUE;FALSE;0
"87";"ES";"Companhia Espírito Santense de Saneamento";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente Com Indícios De Dependência";3756600682;173544718;"SIM";"SIM";"SIM";455441,59;"Sim";1291;841819749;276894151,53;0;0;0;249281000;82234466,74;0;"https://www.cesan.com.br/a-cesan/";"NÃO DEPENDENTE COM INDÍCIOS DE DEPENDÊNCIA";-41755190;-35848757;"Espiríto Santo";"Sudeste";TRUE;FALSE;-249281000
"88";"ES";"Companhia Estadual de Transportes Coletivos de Passageiros do Espírito Santo";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente Com Indícios De Dependência";18312337,6;6911299,57;"SIM";"SIM";"NÃO";415970,78;"Não";210;250459,42;46074763,99;0;14353807,38;11560853,08;0;0;106526984,64;"https://ceturb.es.gov.br/missao-visao-e-valores";"NÃO DEPENDENTE COM INDÍCIOS DE DEPENDÊNCIA";106526984,64;0;"Espiríto Santo";"Sudeste";FALSE;FALSE;-14353807,38
"89";"GO";"Agência Goiana de Habitação SA";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";375255264,16;244352232,86;"SIM";"SIM";"SIM";419636,49;"Não";406;251617168,5;61538915,36;0;351858350,23;54322312,04;0;0;8877149,13;"https://goias.gov.br/agehab/carta-anual-de-governanca-corporativa/";"DEPENDENTE";8877149,13;0;"Goiás";"Centro-oeste";TRUE;FALSE;-351858350,23
"90";"GO";"Agência Goiana de Gás Canalizado SA";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";380206,17;-880774,49;"SIM";"SIM";"NÃO";201435,68;"Não";10;1876,1;511941,8;0;0;0;0;0;0;"https://www.goiasgas.com.br/acesso-a-informacao/governanca/carta-anual-de-governanca";"NÃO DEPENDENTE";7613699;0;"Goiás";"Centro-oeste";FALSE;FALSE;0
"91";"GO";"Companhia Celg de Participações";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";746070958,35;48730589,05;"SIM";"SIM";"SIM";537630,73;"Não";112;39303354,72;24329776,93;0;0;0;0;0;0;"https://celgpar.com/AcessoItem.aspx?100";"NÃO DEPENDENTE";79781954,78;1825899;"Goiás";"Centro-oeste";TRUE;FALSE;0
"92";"GO";"Indústria Química do Estado de Goiás";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-32098452,78;-9891446,19;"SIM";"SIM";"SIM";376847,48;"Não";244;689095,62;17912425,13;0;27650145,39;14493490,05;0;0;16516253,32;"https://goias.gov.br/iquego/carta-anual-de-governanca-corporativa-2/";"DEPENDENTE";16516253,32;0;"Goiás";"Centro-oeste";TRUE;FALSE;-27650145,39
"93";"GO";"Agência de Fomento de Goiás SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";197979414,77;4085296,4;"SIM";"SIM";"NÃO";386609,94;"Sim";127;0;31914271,36;0;0;0;0;0;3199176,39;"https://www.goiasfomento.com/acesso-a-informacao/carta-anual-de-governanca-corporativa/";"NÃO DEPENDENTE";3199176,39;0;"Goiás";"Centro-oeste";FALSE;FALSE;0
"94";"GO";"Caixa Econômica do Estado de Goiás";"EM LIQUIDAÇÃO";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";-425197217,7;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;"http://www.administracao.go.gov.br";"NÃO DEPENDENTE";0;0;"Goiás";"Centro-oeste";FALSE;FALSE;0
"95";"GO";"Goiás Telecomunicações SA";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";648911,43;413333,92;"SIM";"SIM";"SIM";528928,59;"Não";30;37531,82;4038675,44;0;4558969,2;3564133,34;0;0;0;"https://goias.gov.br/goiastelecom/carta-anual-de-governanca/";"DEPENDENTE";50;0;"Goiás";"Centro-oeste";TRUE;FALSE;-4558969,2
"96";"GO";"Metrobus Transporte Coletivo SA";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";10722252,59;7755375,9;"SIM";"SIM";"NÃO";419455,36;"Não";682;0;44644562,91;0;23951018,33;38064605,32;0;0;0;"https://goias.gov.br/metrobus/carta-anual-de-governanca-corporativa/";"DEPENDENTE";0;0;"Goiás";"Centro-oeste";FALSE;FALSE;-23951018,33
"97";"GO";"Centrais de Abastecimento de Goiás SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";257378483,63;99308,38;"SIM";"SIM";"NÃO";409585,77;"Não";105;3290524,05;14721150,84;0;0;0;0;0;0;"https://goias.gov.br/ceasa/carta-anual-de-governanca-corporativa/";"NÃO DEPENDENTE";0;0;"Goiás";"Centro-oeste";FALSE;FALSE;0
"98";"GO";"Companhia de Desenvolvimento Econômico de Goiás";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";335095483;4153718;"SIM";"SIM";"SIM";256419,57;"Não";386;0;44521854;0;0;0;0;0;0;"https://www.codego.com.br/acesso-a-informacao/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"NÃO DEPENDENTE";0;-5478698;"Goiás";"Centro-oeste";TRUE;FALSE;0
"99";"GO";"Empresa Estadual de Processamento de Dados de Goiás";"EM LIQUIDAÇÃO";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Não Dependente Com Indícios De Dependência";-228817891,26;7012876,72;"NÃO";"SIM";"NÃO";275017,44;"Não";14;0;2228899,57;0;3673590,97;3095445,01;5e+07;1,8e+07;32978837,29;"http://www.administracao.go.gov.br";"NÃO DEPENDENTE COM INDÍCIOS DE DEPENDÊNCIA";17522557,24;5e+07;"Goiás";"Centro-oeste";FALSE;FALSE;-53673590,97
"100";"GO";"Saneamento de Goiás SA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";4084944768,45;583856297,72;"SIM";"SIM";"SIM";1129613,84;"Sim";6374;836375317,96;1310818163,51;63827447,37;0;0;0;0;0;"https://ri.saneago.com.br/relatorios-anuais";"NÃO DEPENDENTE";0;0;"Goiás";"Centro-oeste";TRUE;FALSE;63827447,37
"101";"GO";"Companhia de Investimento e Parcerias do Estado de Goiás";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";225098317,01;-2547105,16;"SIM";"SIM";"SIM";348667;"Não";53;0;9650526,39;0;0;0;0;0;40735547,38;"https://goias.gov.br/goiasparcerias/carta-anual-de-governanca-corporativa/";"NÃO DEPENDENTE";40735547,38;0;"Goiás";"Centro-oeste";TRUE;FALSE;0
"102";"GO";"Lago Azul Transmissão SA";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";50056381,76;1893100,41;"SIM";"SIM";"NÃO";237486,86;"Não";6;936460;989824,32;0;0;0;0;0;0;"https://laztrans.com.br/AcessoItem.aspx?39";"NÃO DEPENDENTE";0;0;"Goiás";"Centro-oeste";FALSE;FALSE;0
"103";"GO";"Firminópolis Transmissão SA";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";72701166,42;6339054,4;"NÃO";"SIM";"NÃO";11960,09;"Não";7;30000;162508,11;0;0;0;0;0;0;"https://ri.celgpar.com/BuscaPagina.aspx?ID={41799EC4-9CB4-4F81-BC75-64087B8BE678}";"NÃO DEPENDENTE";0;0;"Goiás";"Centro-oeste";FALSE;FALSE;0
"104";"MA";"Companhia de Saneamento Ambiental do Maranhão";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";862716485,75;-197742000;"SIM";"SIM";"SIM";47350,72;"Não";2098;41113135,27;302134813,18;0;0;0;137950485,71;146572663,61;296119010,23;"https://www.caema.ma.gov.br/index.php/a-caema/governanca/carta-anual";"NÃO DEPENDENTE";296119010,23;0;"Maranhão";"Nordeste";TRUE;FALSE;-137950485,71
"105";"MA";"Empresa Maranhense de Administração Portuária";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";875356656,14;126169834,95;"SIM";"SIM";"SIM";982409,09;"Sim";308;46124740,46;73563974,24;0;0;0;0;0;5e+06;"https://www.portodoitaqui.com/emap/carta-anual";"NÃO DEPENDENTE";5e+06;0;"Maranhão";"Nordeste";TRUE;FALSE;0
"106";"MA";"Companhia Maranhense de Gás";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";10827000;5293000;"SIM";"SIM";"NÃO";253501,44;"Sim";61;0;7075429,92;1722691,25;0;0;0;0;0;"https://www.gasmar.com.br/carta-anual-de-governanca";"NÃO DEPENDENTE";0;0;"Maranhão";"Nordeste";FALSE;FALSE;1722691,25
"107";"MA";"Empresa Maranhense de Serviços Hospitalares";"ATIVA";"SAÚDE";"EMPRESA PÚBLICA";"Não Dependente";772786896,99;163288235,47;"SIM";"SIM";"SIM";299828,64;"Não";17336;2201141,15;763400570,21;0;0;0;0;0;0;"https://www.emserh.ma.gov.br/carta-anual-de-politicas-publicas-e-governanca/";"NÃO DEPENDENTE";0;0;"Maranhão";"Nordeste";TRUE;FALSE;0
"108";"MA";"Maranhão Parcerias";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";60378259;56605674;"SIM";"SIM";"NÃO";520298,69;"Não";458;0;41302137;0;0;0;0;0;31378356,92;"https://mapa.ma.gov.br/programas-ou-campanhas/carta-anual";"NÃO DEPENDENTE";99184450,92;0;"Maranhão";"Nordeste";FALSE;FALSE;0
"109";"MT";"Companhia MatoGrossense de Gas";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";0;0;"SIM";"SIM";"NÃO";299597;"Não";21;0;3526594,8;0;7490297,92;30640481,97;0;0;0;"https://mtgas.com.br/";"DEPENDENTE";0;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;-7490297,92
"110";"MT";"Empresa MatoGrossense de Tecnologia da Informação";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";95137044,6;21781024,23;"SIM";"SIM";"NÃO";516329,84;"Não";376;23193593,92;118527054,1;0;117747282,2;75387875,5;4e+06;30719710,3;9399850,97;"https://www.mti.mt.gov.br/cartas";"DEPENDENTE";13399850,97;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;-121747282,2
"111";"MT";"Agência de Fomento do Estado de Mato Grosso SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";213811889,57;3121000;"SIM";"SIM";"NÃO";292242,6;"Não";66;0;13902000;0;0;0;78580936,79;0;0;"https://www.desenvolve.mt.gov.br/";"NÃO DEPENDENTE";78580936,79;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;-78580936,79
"112";"MT";"Companhia de Saneamento do Estado de Mato Grosso";"EM LIQUIDAÇÃO";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";39947919;-16462956;"SIM";"SIM";"NÃO";361088,72;"Não";8;0;2079515,3;0;23683899,27;22451408,28;0;0;0;"Site não disponível";"DEPENDENTE";0;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;-23683899,27
"113";"MT";"Companhia Matogrossense de Mineração";"ATIVA";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";0;39947919;"SIM";"SIM";"SIM";283785,2;"Não";82;2354794,64;23077112,95;0;38369237;86571966;298165;298165;0;"https://www.metamat.mt.gov.br/inicio";"DEPENDENTE";0;0;"Mato Grosso";"Centro-oeste";TRUE;FALSE;-38667402
"114";"MT";"Empresa MatoGrossense de Pesquisa Assistência Técnica e Extensão Rural";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";0;0;"SIM";"SIM";"NÃO";375380,47;"Não";407;8525934,44;71039080,31;0;151223053,12;173470540,56;0;0;0;"https://www.empaer.mt.gov.br/";"DEPENDENTE";0;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;-151223053,12
"115";"MT";"MT Participações e Projetos SA Holding";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1002845444,92;126747,17;"SIM";"SIM";"NÃO";354000;"Não";96;0;12598540,47;0;0;0;0;0;1091200751,25;"https://www.mtpar.mt.gov.br/cartaanual";"DEPENDENTE";1191200751,25;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;0
"116";"MT";"MT Parques SA Subsidiaria";"ATIVA";"TURISMO";"EMPRESA PÚBLICA";"Dependente";0;0;"SIM";"SIM";"NÃO";1;"Não";94;0;0;0;0;0;0;0;0;"https://www.mtpar.mt.gov.br/cartaanual";"DEPENDENTE";5500000;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;0
"117";"MT";"Terminal Portuário de Cáceres SA Subsidiaria";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Dependente";0;0;"SIM";"SIM";"NÃO";1;"Não";0;0;0;0;0;0;0;0;0;"https://www.mtpar.mt.gov.br/cartaanual";"DEPENDENTE";1e+06;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;0
"118";"MT";"MT Par Concessões SA Subsidiaria";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Dependente";0;0;"SIM";"SIM";"NÃO";1;"Não";0;0;0;0;0;0;0;0;0;"https://www.mtpar.mt.gov.br/cartaanual";"DEPENDENTE";5e+06;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;0
"119";"MT";"Concessionaria Rota do Oeste SA Subsidiaria";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";0;0;"SIM";"SIM";"NÃO";265811;"Não";602;0;765000;0;0;0;0;0;0;"https://www.mtpar.mt.gov.br/cartaanual";"NÃO DEPENDENTE";1521810533,01;0;"Mato Grosso";"Centro-oeste";FALSE;FALSE;0
"120";"MS";"Empresa de Serviços Agropecuários de MS";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-1099426087,64;-88620147,24;"NÃO";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;"Página da internet não localizada";"DEPENDENTE";0;0;"Mato Grosso do Sul";"Centro-oeste";FALSE;FALSE;0
"121";"MS";"Empresa de Gestão de Recursos Minerais";"ATIVA";"MINERAÇÃO";"EMPRESA PÚBLICA";"Dependente";1140773,16;-25587,99;"SIM";"SIM";"SIM";0;"Não";0;0;0;0;0;0;0;0;0;"https://www.msmineral.ms.gov.br/";"DEPENDENTE";0;0;"Mato Grosso do Sul";"Centro-oeste";TRUE;FALSE;0
"122";"MS";"Empresa de Saneamento de Mato Grosso do Sul SA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1146092823,24;69129838,93;"SIM";"SIM";"SIM";493189,3;"Sim";1336;262343421,53;201190701,51;0;0;0;75178884,19;106864547,69;0;"https://www.sanesul.ms.gov.br/governanca-corporativa-na-sanesul";"NÃO DEPENDENTE";75178884,1900001;0;"Mato Grosso do Sul";"Centro-oeste";TRUE;FALSE;-75178884,19
"123";"MS";"Centrais de Abastecimento de Mato Grosso do Sul SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1503780,18;642777,96;"SIM";"SIM";"NÃO";73292,29;"Não";48;7166,06;2065206,33;0;0;0;0;0;0;"https://www.ceasa.ms.gov.br/";"NÃO DEPENDENTE";0;0;"Mato Grosso do Sul";"Centro-oeste";FALSE;FALSE;0
